#
#model:
#
#<?xml version="1.0" encoding="UTF-8" standalone="no"?><input id="posterior" spec="beast.base.inference.CompoundDistribution">
#    <distribution id="prior" spec="beast.base.inference.CompoundDistribution">
#        <distribution id="YuleModel.t:NorthAm" spec="beast.base.evolution.speciation.YuleModel">
#            <parameter id="birthRate.t:NorthAm" lower="0.0" name="birthDiffRate" spec="beast.base.inference.parameter.RealParameter">1.0</parameter>
#            <tree id="Tree.t:NorthAm" spec="beast.base.evolution.tree.Tree">
#                <taxonset id="TaxonSet.NorthAm" spec="beast.base.evolution.alignment.TaxonSet">
#                </taxonset>
#            </tree>
#        </distribution>
#        <prior id="YuleBirthRatePrior.t:NorthAm" name="distribution" x="@birthRate.t:NorthAm">
#            <Uniform id="Uniform.1" name="distr" upper="Infinity"/>
#        </prior>
#        <prior id="ucldStdevPrior.c:NorthAm" name="distribution">
#            <parameter id="ucldStdev.c:NorthAm" lower="0.0" name="x" spec="beast.base.inference.parameter.RealParameter">0.1</parameter>
#            <Gamma id="Gamma.0" name="distr">
#                <parameter estimate="false" id="RealParameter.2" name="alpha" spec="beast.base.inference.parameter.RealParameter">0.5396</parameter>
#                <parameter estimate="false" id="RealParameter.3" name="beta" spec="beast.base.inference.parameter.RealParameter">0.3819</parameter>
#            </Gamma>
#        </prior>
#    </distribution>
#    <distribution id="likelihood" spec="beast.base.inference.CompoundDistribution" useThreads="true">
#        <distribution data="@NorthAm" id="treeLikelihood.NorthAm" spec="beast.base.evolution.likelihood.ThreadedTreeLikelihood" tree="@Tree.t:NorthAm">
#            <siteModel id="SiteModel.s:NorthAm" spec="beast.base.evolution.sitemodel.SiteModel">
#                <parameter estimate="false" id="mutationRate.s:NorthAm" lower="0.0" name="mutationRate" spec="beast.base.inference.parameter.RealParameter">1.0</parameter>
#                <parameter estimate="false" id="gammaShape.s:NorthAm" lower="0.1" name="shape" spec="beast.base.inference.parameter.RealParameter">1.0</parameter>
#                <parameter estimate="false" id="proportionInvariant.s:NorthAm" lower="0.0" name="proportionInvariant" spec="beast.base.inference.parameter.RealParameter" upper="1.0">0.0</parameter>
#                <substModel id="JC69.s:NorthAm" spec="beast.base.evolution.substitutionmodel.JukesCantor"/>
#            </siteModel>
#            <branchRateModel id="RelaxedClock.c:NorthAm" spec="beast.base.evolution.branchratemodel.UCRelaxedClockModel" tree="@Tree.t:NorthAm">
#                <LogNormal S="@ucldStdev.c:NorthAm" id="LogNormalDistributionModel.c:NorthAm" meanInRealSpace="true" name="distr">
#                    <parameter estimate="false" id="RealParameter.1" lower="0.0" name="M" spec="beast.base.inference.parameter.RealParameter" upper="1.0">1.0</parameter>
#                </LogNormal>
#                <rateCategories dimension="198" id="rateCategories.c:NorthAm" spec="beast.base.inference.parameter.IntegerParameter">1</rateCategories>
#                <parameter estimate="false" id="ucldMean.c:NorthAm" lower="0.0" name="clock.rate" spec="beast.base.inference.parameter.RealParameter">1.0</parameter>
#            </branchRateModel>
#        </distribution>
#    </distribution>
#</input>
#
Sample	posterior	likelihood	prior	treeLikelihood	Tree.height	Tree.treeLength	YuleModel	birthRate	ucldStdev	rate.mean	rate.variance	rate.coefficientOfVariation
60000	-27474.987995058633	-27775.52684872282	300.53885366418706	-27775.52684872282	0.06274694311066667	1.6103286168976843	308.5939496204322	58.09617382496252	2.8972616983956025	0.04868671388952087	0.14979620901118662	2.549797392608812
61000	-27426.332642444846	-27745.55185178028	319.2192093354364	-27745.55185178028	0.06127945553833766	1.3360854139889808	327.217403537952	75.38591244006625	2.876778407644859	0.0579787958845353	0.15062228169935074	2.5045112554832403
62000	-27350.99240335852	-27681.991254264296	330.9988509057784	-27681.991254264296	0.04751920264067995	1.178415547499884	338.94292331550605	74.27545571864532	2.8573036276099923	0.06417172978987871	0.16742692112361815	2.5161171732994094
63000	-27225.39069208189	-27553.884593581177	328.49390149928536	-27553.884593581177	0.04583339823643224	1.2128986548879441	336.43173499328424	88.9529685216827	2.855059155581862	0.06344225211395427	0.16990721616161542	2.5488665582845242
64000	-27206.436509505074	-27528.42801367772	321.9915041726446	-27528.42801367772	0.049057213097143705	1.296902766580395	329.9552761717669	71.31867329397903	2.8643912948405865	0.059032780900244705	0.1677604759540294	2.516529292294243
65000	-27186.24049464923	-27510.433777840244	324.19328319101334	-27510.433777840244	0.0458192479709018	1.2710337045963176	332.1570551901356	76.47213722855818	2.8643912948405865	0.06093379753104523	0.16698759091981047	2.512365666918785
66000	-27092.71299748125	-27412.169298981975	319.45630150072526	-27412.169298981975	0.0654323036805789	1.3064805025874164	327.44544458772225	61.530756072464634	2.873520990569498	0.058297680830821354	0.16444289795768124	2.525535903457764
67000	-27092.80287237914	-27409.916756177718	317.1138837985792	-27409.916756177718	0.053112454276082396	1.3649191696942031	325.11313065822304	73.28549803926134	2.877157263511176	0.05727693840135866	0.15020809394020584	2.3940018681680657
68000	-27071.722813717377	-27397.466882976227	325.7440692588514	-27397.466882976227	0.05752037614723829	1.2501927003216535	333.67042568647514	83.47359890659148	2.8509305077512517	0.05798599726709139	0.1437108861427291	2.2829941902804065
69000	-27049.235539033234	-27392.720215220867	343.4846761876326	-27392.720215220867	0.038767487571332915	1.0471859184902845	351.35214369329987	94.35937849444525	2.8297518644353334	0.07173600481614474	0.15473483580798011	2.244165812024345
70000	-27061.91677701851	-27392.623396265866	330.7066192473559	-27392.623396265866	0.04644423913324766	1.1898397540394825	338.708550351624	83.39884530474131	2.878123347796671	0.06154266696942585	0.12844646202374244	2.2349467928908573
71000	-27042.757377686536	-27393.44166442889	350.68428674235514	-27393.44166442889	0.03366472621402322	0.9473315082273853	358.43791265745125	81.44671778540533	2.7888365917310747	0.083243064716556	0.1675571733965122	2.2033470307408067
72000	-27025.390186734512	-27377.76382361077	352.3736368762584	-27377.76382361077	0.03678618061500465	0.9571580316640127	360.1272627913545	108.70531673234326	2.7888365917310747	0.07669149752762836	0.14759492406889826	2.1645771833938197
73000	-27003.814526692364	-27376.15989549147	372.3453687991065	-27376.15989549147	0.030092516571554186	0.7841109911088135	379.94372777278113	122.27152358563418	2.733090361138483	0.0939443178212762	0.16498938316658474	2.1295967641522036
74000	-27033.58459077164	-27383.16060916759	349.57601839595094	-27383.16060916759	0.03593636979875579	0.9854636035564155	357.3452297598818	102.55872990505122	2.794436004443361	0.07847267858121398	0.1443908171980784	2.19525389873814
75000	-27012.831877468416	-27355.19480027337	342.3629228049548	-27355.19480027337	0.04096215778081128	1.057807134160887	350.23124165757685	89.01976880863263	2.8300579746914503	0.07130771254536981	0.12912578994475393	2.2277844131307973
76000	-26994.792153133327	-27336.996188314217	342.2040351808909	-27336.996188314217	0.03994281896054841	1.0561762481407169	350.07235403351297	102.78364154212049	2.8300579746914503	0.0700600582043636	0.12476010345194508	2.1430569829001676
77000	-26988.80325088498	-27336.174977054958	347.3717261699797	-27336.174977054958	0.03766971687567594	1.0036597171684858	355.1879858099868	107.38066478333732	2.8113431439685637	0.07423323536795289	0.1498484639653476	2.1763879992271633
78000	-26971.528517586783	-27327.96660283533	356.43808524854677	-27327.96660283533	0.0373090119851751	0.9140443507190673	364.0185869579523	95.14922599418662	2.726683336250348	0.08574817163100139	0.16826541338639164	2.126924381717261
79000	-26951.98431391821	-27321.436521067808	369.4522071496003	-27321.436521067808	0.03236534779415727	0.7875872593024231	377.04595613333584	156.1707299937202	2.7314362513489896	0.0899973631989916	0.18732201062977596	2.2071813205482016
80000	-26954.913155043327	-27314.51994906754	359.6067940242131	-27314.51994906754	0.03984844894145716	0.8814601135464544	367.24326142939	95.95308894413165	2.7467663531604205	0.08389483347324331	0.1799505225463553	2.23078738919842
81000	-26953.72006316154	-27305.45695289333	351.73688973179094	-27305.45695289333	0.039761753268887784	0.9640242356577382	359.40473024259444	97.34111092810693	2.758028312431942	0.0816934693417723	0.1699168956070344	2.299221752816255
82000	-26902.252620569416	-27249.632288242963	347.37966767354874	-27249.632288242963	0.03750060551647246	1.0057645324454283	355.06452022541214	106.06809303655591	2.764136254690073	0.07579433348232309	0.1725568462084428	2.298767998814175
83000	-26848.10714897698	-27208.42995640664	360.3228074296621	-27208.42995640664	0.03524784566142061	0.8837862636224936	367.87278767128515	103.88147976632033	2.715734623032649	0.08068482776654422	0.1650297124034757	2.2088797470950747
84000	-26837.711769051264	-27194.465021740027	356.75325268876395	-27194.465021740027	0.0343720918348937	0.9163034263534577	364.303232930387	116.17322770386599	2.715734623032649	0.08580896376364275	0.166625231581565	2.1805128801516744
85000	-26784.98679879082	-27152.15278292838	367.16598413756054	-27152.15278292838	0.03185601544305113	0.8270280019920341	374.7159643791836	120.58482536025221	2.715734623032649	0.08859611952121017	0.1693165330394706	2.1608724000527997
86000	-26798.507321166584	-27159.36022078506	360.85289961847633	-27159.36022078506	0.037391575076659245	0.8508543110460425	368.33451516945485	87.830505369432	2.691220490495476	0.0903174147084936	0.17663201370826345	2.1802833821856877
87000	-26775.859568848406	-27143.748961966554	367.88939311814835	-27143.748961966554	0.0277588512897872	0.8203900686394748	375.37100866912687	114.25130216830048	2.691220490495476	0.08750316749441095	0.18513005036211172	2.1747642809145455
88000	-26718.907921404465	-27090.847051918307	371.9391305138398	-27090.847051918307	0.02830310171157835	0.7869821788230009	379.42074606481833	134.2007460809557	2.691220490495476	0.09279921351773254	0.18041143117390462	2.2031794311846697
89000	-26703.736478322942	-27078.00318746661	374.2667091436669	-27078.00318746661	0.029940117648535117	0.7585336624186917	381.6801380267166	155.38330109691293	2.6667838264949126	0.09042539418431503	0.18867181642833336	2.1398402254799547
90000	-26700.348010591428	-27077.312826991398	376.9648163999697	-27077.312826991398	0.025035173567623407	0.7507400322638496	384.28603850406785	129.68695439225024	2.6337609213164095	0.09917732380167091	0.1885994880613121	2.0749860447793482
91000	-26611.468219573337	-26999.51887508394	388.05065551060375	-26999.51887508394	0.021915615223010956	0.6702362234681949	395.4103719838083	140.58838509398691	2.647544167063994	0.10599009181653143	0.18195286165194285	2.0832394827982093
92000	-26595.01014396112	-26992.23564828182	397.22550432070176	-26992.23564828182	0.02054320296625406	0.6116207483684185	404.58522079390633	160.36287944665	2.647544167063994	0.11448782975219288	0.17094463065651022	2.0460336654507794
93000	-26593.893800126833	-26976.930944751475	383.0371446246429	-26976.930944751475	0.02974327005682764	0.7053844781830954	390.3947710488739	145.857277601735	2.6467956915922404	0.1062238511166935	0.18113856571210846	2.0830971965688727
94000	-26584.32200884179	-26973.703185368206	389.381176526416	-26973.703185368206	0.02116641776647278	0.6556430897703254	396.738802950647	173.12930681526615	2.6467956915922404	0.10562075256388755	0.18871991547780032	2.1306460387337487
95000	-26559.372973829624	-26950.80581367964	391.4328398500142	-26950.80581367964	0.0239427746913679	0.6479220821193118	398.7904662742452	159.43766125417244	2.6467956915922404	0.10879850085824869	0.2194110364503243	2.1664961560996847
96000	-26561.848495196486	-26955.628524316497	393.78002912001284	-26955.628524316497	0.02111376037609203	0.6332471641572331	401.1195086022095	152.52557682348478	2.6402975753540696	0.11209603768714481	0.21769038533521598	2.1258926526508746
97000	-26545.952536561264	-26925.506100203685	379.5535636424228	-26925.506100203685	0.024930173035153172	0.7246157865164223	387.0068206563499	154.72838755498333	2.6810557220617444	0.09737543936603361	0.21278509433052747	2.2144824709451267
98000	-26532.116892606256	-26916.27699315845	384.16010055219624	-26916.27699315845	0.022800801789145685	0.6970924233324156	391.5558774927645	147.94505950424264	2.660459988933789	0.10305332474416201	0.2209031003461201	2.1829596269122833
99000	-26538.3812405898	-26920.57231931614	382.19107872634106	-26920.57231931614	0.024044718732320426	0.7109039233881097	389.6841194693989	136.98684498184787	2.695316376362686	0.09367173894402774	0.20180087756566628	2.194783298257892
100000	-26544.206320825582	-26927.188742491708	382.9824216661239	-26927.188742491708	0.026732055810413834	0.7038611495143519	390.484257268802	149.75682777768597	2.698469558235411	0.09385248079256446	0.2480812119421988	2.4538956548579773
101000	-26550.05037761046	-26932.877709806897	382.8273321964363	-26932.877709806897	0.029854363146906197	0.7040500915130092	390.3131292311437	129.22581010867185	2.69271949146837	0.10111373639674605	0.3234539044779298	2.5657007300930577
102000	-26544.886102329907	-26931.61096959607	386.7248672661625	-26931.61096959607	0.02591548737535939	0.6791827037680858	394.2106643008699	147.35334780776333	2.69271949146837	0.10280733971108902	0.3273473467375695	2.538379569626149
103000	-26552.73499797625	-26939.34217693101	386.6071789547593	-26939.34217693101	0.023996274635030894	0.6791795069521518	394.078646224764	153.60610939018096	2.687582692704061	0.10310188675792048	0.31206543871070236	2.5654251639004997
104000	-26539.207415206023	-26923.502336947953	384.2949217419289	-26923.502336947953	0.027627900315344005	0.6861914159277155	391.817699087384	121.48790731454453	2.705978614538297	0.10200952192199614	0.2885871087515247	2.618059576839429
105000	-26522.01781235308	-26912.547865668726	390.53005331564907	-26912.547865668726	0.024104572626335117	0.6530569052945329	397.94013978761814	143.14547589079223	2.665586330881569	0.10989486149383117	0.43145224172205676	2.955082490122698
106000	-26520.221876001644	-26911.514214463576	391.292338461933	-26911.514214463576	0.021237701342400567	0.648981960251416	398.7024249339021	155.40166098164642	2.665586330881569	0.10589255810111392	0.4263994927385304	2.96408919455031
107000	-26517.254601534452	-26909.580043179714	392.3254416452614	-26909.580043179714	0.020656210443771625	0.6413160396904215	399.79547825971326	161.42868273655677	2.687069877869276	0.11111816217771002	0.41570162056663007	2.988515994167194
108000	-26508.139135147674	-26885.89671055779	377.7575754101149	-26885.89671055779	0.04055154514867605	0.7414656965447053	385.2729868983216	124.12131863294589	2.7033373023892193	0.09323424789010266	0.4065516543888849	3.0502719290933973
109000	-26510.864097783233	-26895.497535279785	384.63343749654996	-26895.497535279785	0.024208595356908363	0.6806681917634618	392.1057404714295	175.78419576991305	2.6878822517656005	0.1046750604906076	0.2871589911372154	2.5969971045299025
110000	-26494.202054123467	-26887.021515673263	392.8194615497946	-26887.021515673263	0.02645108439449278	0.6390438857302849	400.2470045706697	154.54216540908374	2.6718409073189533	0.10924902028614547	0.25734755334247017	2.413715961711262
111000	-26498.248778212277	-26885.224965001846	386.9761867895696	-26885.224965001846	0.02041824420438318	0.6733970456869034	394.4037298104447	164.6475801973523	2.6718409073189533	0.10918777858368092	0.25871053461479754	2.459466944549348
112000	-26493.901121287327	-26897.422605520358	403.521484233033	-26897.422605520358	0.018593075525060905	0.5516208097420934	410.7070651938293	236.22498755776243	2.585229678847937	0.13400446825830467	0.29905774688865117	2.323112763406686
113000	-26485.759053720605	-26886.13087536564	400.37182164503645	-26886.13087536564	0.022983674600226045	0.5923679369853082	407.6005394829203	176.66662664239658	2.6006574934437827	0.12439613657921751	0.2860168179148276	2.341224816515038
114000	-26485.22047651927	-26897.793339110038	412.57286259076756	-26897.793339110038	0.020103118651116702	0.5244915617069801	419.7406947477284	195.5923574751709	2.5788835542067385	0.13494187265198684	0.28583688726059836	2.3607915055597593
115000	-26479.02831870241	-26890.30696927211	411.2786505697011	-26890.30696927211	0.015977511656092958	0.5284541970562873	418.43794114770037	209.113347810736	2.5758298484249322	0.13980459291749184	0.3068423962163066	2.302355995643718
116000	-26463.963103087895	-26889.881488891588	425.91838580369114	-26889.881488891588	0.015382131523604634	0.4561547975990874	432.9800739877637	242.74022146370248	2.5409524954753797	0.1538774712774096	0.3751038149436308	2.29441978059667
117000	-26462.55554534441	-26886.608199312675	424.05265396826564	-26886.608199312675	0.016601359281689727	0.465524906323461	431.068482369517	191.16490582215405	2.5245755506399714	0.14958871344653007	0.38397166823936835	2.246941034417272
118000	-26471.33762603192	-26882.758066950744	411.42044091882514	-26882.758066950744	0.019466334975754694	0.530813162064958	418.54837393080993	193.59080137299603	2.56462117051235	0.13614890664160484	0.3598859377916284	2.3459681384838804
119000	-26471.130416256958	-26885.312777102656	414.18236084569617	-26885.312777102656	0.017870777445838253	0.5143017952447728	421.4070206162669	176.9914475210265	2.5992058860512097	0.13534210260462562	0.36176785437363146	2.421968886780931
120000	-26468.960608594854	-26884.827379855647	415.8667712607941	-26884.827379855647	0.020998118563603122	0.5007322183717076	422.9892946681748	232.90634637824505	2.562687838946482	0.14170760049092948	0.3421855252933555	2.268096473528415
121000	-26467.81668979352	-26882.933042853158	415.11635305964023	-26882.933042853158	0.02034314859169587	0.5086123833597258	422.22652221001755	173.6488039489108	2.5582729184040964	0.13842325258156052	0.3413998722076131	2.2948635281637633
122000	-26487.321092191552	-26894.739245759032	407.41815356748043	-26894.739245759032	0.021478969354875997	0.5520127176696981	414.6256885249438	170.8226970091691	2.59308075180364	0.12738217532658627	0.24114667003431609	2.1743314537399616
123000	-26487.14280384531	-26896.083357347583	408.94055350227364	-26896.083357347583	0.026953261516058487	0.542191607927055	416.15142182864247	198.76641072041772	2.594272945902762	0.12480719106261767	0.23844101087472516	2.1828892301259466
124000	-26489.36789032535	-26894.451294358318	405.0834040329665	-26894.451294358318	0.021335868042699196	0.5645442174421486	412.2683318236011	163.18290709164455	2.58499611877895	0.1271145114070087	0.22877501408914433	2.158083828763909
125000	-26472.84841381419	-26888.969897110863	416.12148329667156	-26888.969897110863	0.01895498593432197	0.5002586446994212	423.1173956338451	232.6689089050602	2.517465492013801	0.13569398143957592	0.26476122479240743	2.1366661769372772
126000	-26484.230946361113	-26899.39655659769	415.1656102365768	-26899.39655659769	0.022599367700963723	0.5105967225174876	422.16152257375035	209.3975479380207	2.517465492013801	0.1373734149224281	0.31606314592583934	2.2427191367896824
127000	-26468.809031520188	-26885.595309920533	416.78627840034414	-26885.595309920533	0.019044245597660662	0.5032856348668105	423.850273417994	191.18668556881337	2.541776467889512	0.13541960697485722	0.301052781669406	2.266878004217276
128000	-26464.852629417786	-26883.618672183293	418.76604276550734	-26883.618672183293	0.02415150874733788	0.4935793422700372	425.6830030519348	190.28411274946635	2.4892924781465275	0.14341372520218232	0.3275354279507266	2.217589259069967
129000	-26466.791235547258	-26888.16304878605	421.37181323879025	-26888.16304878605	0.01793006041712647	0.4807053404355397	428.30300319129304	216.74295295639436	2.494368609178869	0.14949668465094132	0.31993759640728475	2.230453695820803
130000	-26358.179098611727	-26797.039548988647	438.8604503769198	-26797.039548988647	0.017010808563073458	0.40376520665704224	445.49766285464335	229.76971727157363	2.389640309763806	0.17447239552305513	0.35924767402485613	2.1655462108844636
131000	-26268.58894690327	-26721.172620642494	452.58367373922437	-26721.172620642494	0.011943577949546298	0.3508542123316953	459.0797026055868	312.3292046124996	2.339454243842585	0.19451677155010058	0.3860422751152306	2.0562567943263828
132000	-26210.125376974625	-26674.564890145353	464.43951317072737	-26674.564890145353	0.012883763653696794	0.31357436628248253	470.72655198046846	317.9490443837666	2.2653040870207843	0.21356649398596947	0.4313644234336503	2.0075119612391656
133000	-26188.771620929885	-26652.102712558044	463.33109162816044	-26652.102712558044	0.010332240648127235	0.3164206659691666	469.6147337105551	334.18522231255963	2.2641003337450942	0.2170759006127811	0.41199940312736055	1.968368893272675
134000	-26198.963996707647	-26665.34389828342	466.3799015757736	-26665.34389828342	0.010348302426266345	0.3077380413364229	472.5843031202702	318.5799547224818	2.236031761334073	0.21274208780827686	0.40028520238565973	1.9486954211502607
135000	-26187.64756368099	-26653.006987160556	465.359423479569	-26653.006987160556	0.010006696146587002	0.309494082670191	471.45490683583375	355.466014250576	2.1974927759431324	0.23688787527211141	0.40666351477307316	1.9375692947111853
136000	-26174.18831801575	-26640.77826384619	466.5899458304418	-26640.77826384619	0.010005665710003993	0.30552546271537573	472.88188970681	295.04463463162034	2.267042456208074	0.2117467954422903	0.3776099327541332	2.0158418819866144
137000	-26166.82966610005	-26633.72548502137	466.89581892131827	-26633.72548502137	0.009008501298193593	0.30606418888076614	473.0690057015604	312.3356871462153	2.22498188603997	0.22375136224216047	0.41207508388394076	1.9900831046606886
138000	-26179.616826059046	-26649.671111341053	470.0542852820073	-26649.671111341053	0.00849289978133722	0.2957562735572028	476.15947098534014	364.14594765822807	2.200923792378762	0.22551818754594502	0.42913075690064584	1.9317387349050006
139000	-26160.361866050313	-26635.61280820177	475.2509421514596	-26635.61280820177	0.00791335810616108	0.2820679027175501	481.21187273988664	351.5477584513026	2.149952625937154	0.24785019975151532	0.48378650068976853	1.867259742914045
140000	-26143.558055010777	-26630.751890258998	487.1938352482212	-26630.751890258998	0.007623056333088261	0.25008476745146146	493.0500608463805	380.5181619875273	2.1130130268092375	0.267453514179669	0.5267401832645376	1.8199585388033126
141000	-26129.40105979637	-26625.635967665654	496.23490786928136	-26625.635967665654	0.006922556578322867	0.22854789358551253	501.8862197787578	409.3362415680328	2.040864922455821	0.30510042481367977	0.6780422634851662	1.825696673123367
142000	-26134.64523647871	-26643.018125279188	508.3728888004764	-26643.018125279188	0.006412288398953012	0.202637655457802	513.8666785050766	468.31027655987106	1.985539449687389	0.3216750430156271	0.6964739325055539	1.7284844365995682
143000	-26119.494242646644	-26635.9814406395	516.4871979928572	-26635.9814406395	0.006547238811205747	0.1848339116214209	521.7642127207852	453.6154278787761	1.9096089507313918	0.36562569928087946	0.7838407840158517	1.6861572469869615
144000	-26107.920328561195	-26631.145791649007	523.2254630878131	-26631.145791649007	0.005587935591133397	0.17489130935055516	528.2813049085964	607.3395884342436	1.8323997463299797	0.3989824406815744	0.7486427222111475	1.6406942523759587
145000	-26115.46272142805	-26626.016444505254	510.55372307720216	-26626.016444505254	0.006906825869837796	0.19754279060331748	515.8157821846607	561.2407352160375	1.9043795550413605	0.3546703360375642	0.7595627625748541	1.7680287517881315
146000	-26103.528364176786	-26626.510261767147	522.9818975903622	-26626.510261767147	0.006345854028855724	0.1748251475248826	528.1873980809033	517.955560549983	1.884614239222761	0.377604769280423	0.7737229334263442	1.7249603901194552
147000	-26089.366747126387	-26620.380950257346	531.0142031309588	-26620.380950257346	0.0057034984892576236	0.16132431945690515	536.0767345163042	557.0256986487215	1.8347309445525597	0.41855915615764094	0.9158400271984731	1.764218632629017
148000	-26080.207649395634	-26620.036641620623	539.8289922249895	-26620.036641620623	0.004915248962739728	0.14780931134879738	544.7726829876646	610.2717127915863	1.7933561500143091	0.45882724482883547	0.8634408805586787	1.7034382808659037
149000	-26013.686332055306	-26560.455134871965	546.7688028166585	-26560.455134871965	0.003999838004997137	0.13859261506582007	551.5609809767191	718.012298745724	1.7407303215444276	0.47975447795923915	0.8973257365272064	1.6634542458289854
150000	-26001.04784005859	-26552.55811987552	551.5102798169331	-26552.55811987552	0.003810421747441739	0.13233360972661298	556.1372712049377	749.0876865770638	1.6835211374531165	0.48806166439287646	0.7867956443430839	1.5680082850983188
151000	-26006.265914272568	-26568.214717274528	561.9488030019598	-26568.214717274528	0.0037955631968785075	0.11949537055446159	566.0598430120518	879.4973221081859	1.5060642489717195	0.560110977343903	0.8804048893193006	1.4559191112148033
152000	-26006.15138687129	-26569.523802126645	563.3724152553564	-26569.523802126645	0.003438284852188064	0.11736551203229276	567.6432689187948	771.9975862545737	1.5608182383650777	0.5606199578335553	0.9257687161811614	1.5636985158740662
153000	-26005.300113647587	-26575.714878408005	570.4147647604182	-26575.714878408005	0.0032047978145487684	0.11019666461423318	574.241790222318	915.8507025097932	1.4092779166398222	0.6231583486001097	0.7965479459619738	1.3416588498765172
154000	-25994.84688396019	-26569.662035213205	574.8151512530159	-26569.662035213205	0.0027508974254986207	0.10533392913063543	578.4279064234785	1014.9872716484068	1.3367394864846127	0.667542319757745	0.7306007597872913	1.263309458150849
155000	-25990.97209485586	-26568.55707192743	577.5849770715683	-26568.55707192743	0.0025599357066521623	0.101116346895612	581.312046870487	820.3226706976553	1.375385119120897	0.6511429522292616	0.7988463052333128	1.3276901483993488
156000	-25998.55126030499	-26578.508104911758	579.9568446067677	-26578.508104911758	0.0034975883880520673	0.10022161794020668	583.5022226964987	1043.4543456412898	1.3140219866851017	0.6614160753966587	0.7448035345205639	1.2532002194927008
157000	-25998.2715270379	-26575.063123422813	576.7915963849126	-26575.063123422813	0.0030827932287783404	0.10359780523961074	580.327199160437	926.6772139202055	1.3107298600819148	0.6797301453178914	0.6540028867166378	1.1921690031030718
158000	-25964.72567649561	-26555.627036843096	590.9013603474849	-26555.627036843096	0.002480203639011869	0.09001733771750403	594.2692617211997	1119.1402266136095	1.2544071866737436	0.7356397075208815	0.6308968891322837	1.1309706301182438
159000	-25973.353163214997	-26560.189116868347	586.8359536533507	-26560.189116868347	0.0026159778472801443	0.0939133109491175	590.0688896123875	1075.976973918714	1.2093025497105523	0.7189879907050482	0.6159883127123941	1.0880614415018157
160000	-25971.337718622744	-26555.859926906123	584.5222082833774	-26555.859926906123	0.002622911802095034	0.09578522940372232	587.8771222275061	960.622374945882	1.2500579648833938	0.7266311350828039	0.6927617038170458	1.1636898458298826
161000	-25954.44301378625	-26554.50126707387	600.0582532876178	-26554.50126707387	0.0022749051392410595	0.08231709237208507	603.0701042962587	1158.8850032168323	1.1358828671465933	0.7855320583307819	1.330628055249244	1.433772095599782
162000	-25958.486165345344	-26559.062696287758	600.5765309424137	-26559.062696287758	0.0021821299229416264	0.08211220790169646	603.3832177308069	1210.63082581188	1.0683138651280362	0.802284801854868	1.172829788639989	1.2756789700560827
163000	-25963.955629549528	-26558.717794344306	594.7621647947782	-26558.717794344306	0.0022811382741728435	0.08693461076873032	597.6019324115916	1198.6650699288302	1.0791697514198617	0.8199764381903476	0.6095236228813604	1.01005670429093
164000	-25949.972935427573	-26558.874964042436	608.9020286148615	-26558.874964042436	0.0020425909393121068	0.07397321724533175	611.5991202369004	1634.633259133334	1.0324614675295682	0.8485410638119417	0.645148625251517	0.9888793433955105
165000	-25977.113635202135	-26576.674880452807	599.5612452506732	-26576.674880452807	0.002311258873407814	0.08292355297221313	602.0511284426823	1298.5263526877518	0.9651773769380617	0.8802953389107642	0.5830288415830136	0.9043635031312287
166000	-25945.117354387876	-26562.410365523607	617.2930111357304	-26562.410365523607	0.0016511858878014703	0.06954424033666283	619.8169914555722	1400.3477955394203	0.9762020791963597	0.9282873134248918	0.6339847720854401	0.9330003113675261
167000	-25957.437950529344	-26572.343721116216	614.9057705868711	-26572.343721116216	0.0017518006800691702	0.07123660478257714	617.4470926344865	1400.3477955394203	0.9818165434798138	0.9495874062422114	0.6475096142715074	0.9119150591412873
168000	-25937.281209247896	-26559.3962325706	622.1150233227045	-26559.3962325706	0.0017638020932998013	0.06638106589845065	624.4387831168789	1493.2878145437867	0.9117478986541087	0.9898846963203707	0.6024678632038579	0.8464193550212448
169000	-25951.384607819647	-26562.189328251206	610.8047204315607	-26562.189328251206	0.0019447799790397167	0.07305906108654969	613.5202686014848	1137.6950142286616	1.0384868854374671	0.9049170051186077	0.70194634361348	0.9625777053852962
170000	-25955.804820696507	-26558.864999975714	603.0601792792065	-26558.864999975714	0.0020642092361633562	0.0768054385297329	605.4868179700284	937.9677926928149	0.9447799377075815	0.8996791313340103	0.6114821322924507	0.8829059840108364
171000	-25956.99809395597	-26566.770070994313	609.7719770383428	-26566.770070994313	0.0018636203548356202	0.07518003320988495	611.9802897001358	1386.9862854428773	0.8749101449889515	0.9378972437219617	0.5227682020430551	0.7934327800052664
172000	-25974.169752374455	-26577.737024798862	603.5672724244062	-26577.737024798862	0.002146794225036303	0.07911793622935585	606.0604069429623	1437.7902124199973	0.9662278055820169	0.873008377574716	0.6551126570886868	0.9226409574317553
173000	-25966.930579115076	-26575.243309956935	608.3127308418593	-26575.243309956935	0.0025279403588712793	0.07625653031837953	610.6754535877474	1332.0497969277199	0.9242359292563312	0.8931099408004333	0.5976545571699652	0.8687314261846094
174000	-25961.26598352584	-26570.416316790594	609.1503332647545	-26570.416316790594	0.0021633139812395202	0.07566884370868396	611.4351068052522	1345.5191466331	0.8992800179126165	0.8907098001367815	0.5681758830154824	0.8354067095562975
